task_id,baseline_start,duration_hours,labor,material,equipment,energy,testing_inspection,project_management,facility,utilities,communication,training,quality_management,overtime,delay_penalty,inventory_holding,waiting_cost,idle_resource,revenue_delay,expediting,insurance,rework,warranty,litigation,regulatory_compliance,contingency_reserve,management_reserve,transportation,ordering,packaging,reverse_logistics,customs,supplier_coordination,opportunity_cost,capital_cost,financing_cost,npv_loss,esg_cost,carbon_tax,reputation_cost,task_name,total_cost
C2012-08_281,2013-08-28T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 17,321993.85
C2012-08_282,2013-09-06T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 18,321993.85
C2012-08_283,2013-09-15T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 19,321993.85
C2012-08_284,2013-09-24T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 20,321993.85
C2012-08_285,2013-10-03T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 21,321993.85
C2012-08_286,2013-10-12T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 22,321993.85
C2012-08_287,2013-10-21T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 23,321993.85
C2012-08_288,2013-10-30T06:00:00+00:00,16.0,38400.0,98000.0,57920.0,14480.0,6350.88,6541.41,4360.94,2180.47,2180.47,1090.23,3270.7,0.0,4360.94,4360.94,2180.47,2180.47,3270.7,2180.47,5451.17,4360.94,3270.7,2180.47,3270.7,5451.17,4360.94,5451.17,2180.47,1090.23,3270.7,2180.47,4360.94,2180.47,4360.94,4360.94,3270.7,3270.7,2180.47,2180.47,Grouting of foundation to the pin-piles 24,321993.85
C2012-08_46,2013-05-12T06:00:00+00:00,3840.0,0.0,14400000.0,0.0,0.0,440640.0,453859.2,302572.8,151286.4,151286.4,75643.2,226929.6,0.0,302572.8,302572.8,151286.4,151286.4,226929.6,151286.4,378216.0,302572.8,226929.6,151286.4,226929.6,378216.0,302572.8,378216.0,151286.4,75643.2,226929.6,151286.4,302572.8,151286.4,302572.8,302572.8,226929.6,226929.6,151286.4,151286.4,Towers by AMAU-Cuxhaven Germany,22253673.6
C2012-08_47,2013-02-04T18:00:00+00:00,3840.0,0.0,8640000.0,0.0,0.0,264384.0,272315.52,181543.68,90771.84,90771.84,45385.92,136157.76,0.0,181543.68,181543.68,90771.84,90771.84,136157.76,90771.84,226929.6,181543.68,136157.76,90771.84,136157.76,226929.6,181543.68,226929.6,90771.84,45385.92,136157.76,90771.84,181543.68,90771.84,181543.68,181543.68,136157.76,136157.76,90771.84,90771.84,Blades by LM Denmark,13352204.16
C2012-08_48,2013-03-16T07:00:00+00:00,3840.0,0.0,12096000.0,0.0,0.0,370137.6,381241.73,254161.15,127080.58,127080.58,63540.29,190620.86,0.0,254161.15,254161.15,127080.58,127080.58,190620.86,127080.58,317701.44,254161.15,190620.86,127080.58,190620.86,317701.44,254161.15,317701.44,127080.58,63540.29,190620.86,127080.58,254161.15,127080.58,254161.15,254161.15,190620.86,190620.86,127080.58,127080.58,Generators by VEM Germany,18693085.83
C2012-08_49,2013-03-16T07:00:00+00:00,3840.0,0.0,22464000.0,0.0,0.0,687398.4,708020.35,472013.57,236006.78,236006.78,118003.39,354010.18,0.0,472013.57,472013.57,236006.78,236006.78,354010.18,236006.78,590016.96,472013.57,354010.18,236006.78,354010.18,590016.96,472013.57,590016.96,236006.78,118003.39,354010.18,236006.78,472013.57,236006.78,472013.57,472013.57,354010.18,354010.18,236006.78,236006.78,Gearboxes by WINERGY-Vörde Germany and Hansen Belgium,34715730.81
C2012-08_53,2013-11-28T06:00:00+00:00,768.0,0.0,624000.0,0.0,0.0,19094.4,19667.23,13111.49,6555.74,6555.74,3277.87,9833.62,0.0,13111.49,13111.49,6555.74,6555.74,9833.62,6555.74,16389.36,13111.49,9833.62,6555.74,9833.62,16389.36,13111.49,16389.36,6555.74,3277.87,9833.62,6555.74,13111.49,6555.74,13111.49,13111.49,9833.62,9833.62,6555.74,6555.74,Towers Germany-Ostend,964325.85
C2012-08_52,2013-08-23T18:00:00+00:00,629.0,0.0,624000.0,0.0,0.0,19094.4,19667.23,13111.49,6555.74,6555.74,3277.87,9833.62,0.0,13111.49,13111.49,6555.74,6555.74,9833.62,6555.74,16389.36,13111.49,9833.62,6555.74,9833.62,16389.36,13111.49,16389.36,6555.74,3277.87,9833.62,6555.74,13111.49,6555.74,13111.49,13111.49,9833.62,9833.62,6555.74,6555.74,Blades Denmark-Ostend,964325.85
C2012-08_51,2013-10-02T07:00:00+00:00,768.0,0.0,1027000.0,0.0,0.0,31426.2,32368.99,21579.32,10789.66,10789.66,5394.83,16184.49,0.0,21579.32,21579.32,10789.66,10789.66,16184.49,10789.66,26974.15,21579.32,16184.49,10789.66,16184.49,26974.15,21579.32,26974.15,10789.66,5394.83,16184.49,10789.66,21579.32,10789.66,21579.32,21579.32,16184.49,16184.49,10789.66,10789.66,Generators Germany-Ostend,1587119.55
C2012-08_50,2013-10-02T07:00:00+00:00,768.0,0.0,1027000.0,0.0,0.0,31426.2,32368.99,21579.32,10789.66,10789.66,5394.83,16184.49,0.0,21579.32,21579.32,10789.66,10789.66,16184.49,10789.66,26974.15,21579.32,16184.49,10789.66,16184.49,26974.15,21579.32,26974.15,10789.66,5394.83,16184.49,10789.66,21579.32,10789.66,21579.32,21579.32,16184.49,16184.49,10789.66,10789.66,Gearboxes Germany-Ostend/Antwerp-Ostend,1587119.55
C2012-08_56,2013-03-18T06:00:00+00:00,480.0,1075200.0,0.0,288000.0,72000.0,43488.0,44792.64,29861.76,14930.88,14930.88,7465.44,22396.32,0.0,29861.76,29861.76,14930.88,14930.88,22396.32,14930.88,37327.2,29861.76,22396.32,14930.88,22396.32,37327.2,29861.76,37327.2,14930.88,7465.44,22396.32,14930.88,29861.76,14930.88,29861.76,29861.76,22396.32,22396.32,14930.88,14930.88,Preparation of the onshore site,2210301.12
C2012-08_57,2013-11-19T07:00:00+00:00,768.0,906240.0,0.0,153600.0,38400.0,33177.6,34172.93,22781.95,11390.98,11390.98,5695.49,17086.46,0.0,22781.95,22781.95,11390.98,11390.98,17086.46,11390.98,28477.44,22781.95,17086.46,11390.98,17086.46,28477.44,22781.95,28477.44,11390.98,5695.49,17086.46,11390.98,22781.95,11390.98,22781.95,22781.95,17086.46,17086.46,11390.98,11390.98,Assembly of gearbox and generator,1689575.43
C2012-08_58,2013-10-02T07:00:00+00:00,768.0,998400.0,0.0,153600.0,38400.0,35942.4,37020.67,24680.45,12340.22,12340.22,6170.11,18510.34,0.0,24680.45,24680.45,12340.22,12340.22,18510.34,12340.22,30850.56,24680.45,18510.34,12340.22,18510.34,30850.56,24680.45,30850.56,12340.22,6170.11,18510.34,12340.22,24680.45,12340.22,24680.45,24680.45,18510.34,18510.34,12340.22,12340.22,Assembly of blades,1831013.37
C2012-08_502,2013-12-18T06:00:00+00:00,48.0,97920.0,634800.0,342240.0,85560.0,35328.96,36388.83,24259.22,12129.61,12129.61,6064.81,18194.41,0.0,24259.22,24259.22,12129.61,12129.61,18194.41,12129.61,30324.02,24259.22,18194.41,12129.61,18194.41,30324.02,24259.22,30324.02,12129.61,6064.81,18194.41,12129.61,24259.22,12129.61,24259.22,24259.22,18194.41,18194.41,12129.61,12129.61,Loading jack up transport and installation platform 1,1790199.81
C2012-08_503,2014-01-06T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 2,815972.25
C2012-08_504,2014-01-10T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 3,815972.25
C2012-08_505,2014-01-14T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 4,815972.25
C2012-08_506,2014-01-18T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 5,815972.25
C2012-08_507,2014-01-22T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 6,815972.25
C2012-08_508,2014-01-26T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 7,815972.25
C2012-08_509,2014-01-30T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 8,815972.25
C2012-08_510,2014-02-03T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 9,815972.25
C2012-08_511,2014-02-07T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 10,815972.25
C2012-08_512,2014-02-11T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 11,815972.25
C2012-08_513,2014-02-15T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 12,815972.25
C2012-08_514,2014-02-19T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 13,815972.25
C2012-08_515,2014-02-23T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 14,815972.25
C2012-08_516,2014-02-27T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 15,815972.25
C2012-08_517,2014-03-03T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 16,815972.25
C2012-08_518,2014-03-07T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 17,815972.25
C2012-08_519,2014-03-11T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 18,815972.25
C2012-08_520,2014-03-15T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 19,815972.25
C2012-08_521,2014-03-19T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 20,815972.25
C2012-08_522,2014-03-23T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 21,815972.25
C2012-08_523,2014-03-27T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 22,815972.25
C2012-08_524,2014-03-31T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 23,815972.25
C2012-08_525,2014-04-04T07:00:00+00:00,48.0,97920.0,0.0,342240.0,85560.0,16284.96,16773.51,11182.34,5591.17,5591.17,2795.59,8386.75,0.0,11182.34,11182.34,5591.17,5591.17,8386.75,5591.17,13977.92,11182.34,8386.75,5591.17,8386.75,13977.92,11182.34,13977.92,5591.17,2795.59,8386.75,5591.17,11182.34,5591.17,11182.34,11182.34,8386.75,8386.75,5591.17,5591.17,Loading jack up transport and installation platform 24,815972.25
C2012-08_478,2013-12-21T06:00:00+00:00,16.0,32640.0,211584.0,110880.0,27720.0,11651.04,12000.57,8000.38,4000.19,4000.19,2000.1,6000.29,0.0,8000.38,8000.38,4000.19,4000.19,6000.29,4000.19,10000.48,8000.38,6000.29,4000.19,6000.29,10000.48,8000.38,10000.48,4000.19,2000.1,6000.29,4000.19,8000.38,4000.19,8000.38,8000.38,6000.29,6000.29,4000.19,4000.19,Offshore assembly of wind turbines 1,590484.41
C2012-08_479,2014-01-09T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 2,265766.45
C2012-08_480,2014-01-13T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 3,265766.45
C2012-08_481,2014-01-17T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 4,265766.45
C2012-08_482,2014-01-21T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 5,265766.45
C2012-08_483,2014-01-25T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 6,265766.45
C2012-08_484,2014-01-29T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 7,265766.45
C2012-08_485,2014-02-02T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 8,265766.45
C2012-08_486,2014-02-06T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 9,265766.45
C2012-08_487,2014-02-10T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 10,265766.45
C2012-08_488,2014-02-14T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 11,265766.45
C2012-08_489,2014-02-18T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 12,265766.45
C2012-08_490,2014-02-22T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 13,265766.45
C2012-08_491,2014-02-26T07:00:00+00:00,16.0,32640.0,0.0,110880.0,27720.0,5303.52,5462.63,3641.75,1820.88,1820.88,910.44,2731.31,0.0,3641.75,3641.75,1820.88,1820.88,2731.31,1820.88,4552.19,3641.75,2731.31,1820.88,2731.31,4552.19,3641.75,4552.19,1820.88,910.44,2731.31,1820.88,3641.75,1820.88,3641.75,3641.75,2731.31,2731.31,1820.88,1820.88,Offshore assembly of wind turbines 14,265766.45
